XRVJPTD,ICVJPTD,Radiant Scimitar,One-Handed,"Radiant Scimitar$Insured$Weight: 9 Stones$Splintering Weapon 20%$Hit Lightning 50%$Mage Weapon -20 Skill$Prized$Stamina Increase 4$Hit Point Regeneration 3$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
VRVJPTD,ICVJPTD,Double Axe,Two-Handed,"Double Axe$Insured$Weight: 8 Stones$Splintering Weapon 25%$Hit Life Leech 65%$Reactive Paralyze$Prized$Poison Resist 8%$Use Best Weapon Skill$Physical Damage 100%$Weapon Damage 15 - 18$Weapon Speed 3.25s$Strength Requirement 45$Two-Handed Weapon$Skill Required: Swordsmanship$Durability 64 / 64$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
WRVJPTD,ICVJPTD,Vicious Dagger Of Vitality,One-Handed,"Vicious Dagger Of Vitality$Insured$Weight: 1 Stone$Splintering Weapon 20%$Hit Fireball 50%$Battle Lust$Prized$Hit Point Increase 3$Hit Point Regeneration 6$Physical Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 10$One-Handed Weapon$Skill Required: Fencing$Durability 38 / 38$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
LRVJPTD,ICVJPTD,Vicious War Cleaver Of Vitality,Two-Handed,"Vicious War Cleaver Of Vitality$Insured$Weight: 10 Stones$Splintering Weapon 25%$Hit Harm 20%$Hit Point Increase 3$Hit Point Regeneration 6$Damage Increase 10%$Physical Damage 100%$Weapon Damage 10 - 13$Weapon Speed 2.25s$Strength Requirement 125$Two-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
MRVJPTD,ICVJPTD,War Cleaver,Two-Handed,"War Cleaver$Insured$Weight: 10 Stones$Splintering Weapon 25%$Hit Point Regeneration 3$Enhance Potions 5%$Fire Resist 10%$Physical Damage 100%$Weapon Damage 10 - 13$Weapon Speed 2.25s$Strength Requirement 15$Two-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
JRVJPTD,ICVJPTD,Vicious Lance,One-Handed,"Vicious Lance$Insured$Weight: 12 Stones$Splintering Weapon 25%$Hit Energy Area 50%$Battle Lust$Hit Point Increase 3$Stamina Regeneration 3$Physical Damage 100%$Weapon Damage 18 - 22$Weapon Speed 4.25s$Strength Requirement 125$One-Handed Weapon$Skill Required: Fencing$Durability 55 / 55$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
KRVJPTD,ICVJPTD,Vicious Double Bladed Staff Of Restoration,Two-Handed,"Vicious Double Bladed Staff Of Restoration$Insured$Weight: 2 Stones$Splintering Weapon 25%$Hit Physical Area 20%$Prized$Hit Point Regeneration 6$Stamina Regeneration 6$Damage Increase 30%$Physical Damage 100%$Weapon Damage 11 - 14$Weapon Speed 2.25s$Strength Requirement 50$Two-Handed Weapon$Skill Required: Fencing$Durability 67 / 67$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
PRVJPTD,ICVJPTD,Rune Blade,Two-Handed,"Rune Blade$Insured$Weight: 7 Stones$Durability +10%$Splintering Weapon 25%$Luck 50$Lower Mana Cost 1%$Damage Increase 20%$Physical Damage 100%$Weapon Damage 14 - 17$Weapon Speed 3s$Strength Requirement 125$Two-Handed Weapon$Skill Required: Swordsmanship$Durability 66 / 66$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
QRVJPTD,ICVJPTD,Pickaxe,One-Handed,"Pickaxe$Insured$Uses Remaining: 50$Weight: 11 Stones$Splintering Weapon 25%$Hit Fatigue 50%$Prized$Hit Point Regeneration 3$Lower Mana Cost 4%$Damage Increase 50%$Physical Damage 100%$Weapon Damage 12 - 16$Weapon Speed 3s$Strength Requirement 50$One-Handed Weapon$Skill Required: Swordsmanship$Durability 57 / 57$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
NRVJPTD,ICVJPTD,Ornate Axe,Two-Handed,"Ornate Axe$Insured$Weight: 12 Stones$Splintering Weapon 25%$Hit Dispel 50%$Prized$Stamina Regeneration 3$Damage Increase 50%$Physical Damage 30%$Cold Damage 70%$Weapon Damage 17 - 20$Weapon Speed 3.75s$Strength Requirement 45$Two-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
ORVJPTD,ICVJPTD,Radiant Scimitar,One-Handed,"Radiant Scimitar$Insured$Weight: 9 Stones$Splintering Weapon 30%$Prized$Mana Regeneration 3$Enhance Potions 5%$Faster Casting 1$Poison Resist 10%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
ERVJPTD,ICVJPTD,Assassin Spike,One-Handed,"Assassin Spike$Insured$Weight: 4 Stones$Splintering Weapon 30%$Hit Stamina Leech 20%$Hit Life Leech 40%$Prized$Intelligence Bonus 1$Lower Mana Cost 4%$Physical Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 15$One-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
BRVJPTD,ICVJPTD,Lance,One-Handed,"Lance$Insured$Weight: 12 Stones$Splintering Weapon 25%$Hit Life Leech 35%$Strength Bonus 1$Luck 50$Swing Speed Increase 15%$Physical Damage 100%$Weapon Damage 18 - 22$Weapon Speed 4.25s$Strength Requirement 95$One-Handed Weapon$Skill Required: Fencing$Durability 101 / 101$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
CRVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Antique$Intelligence Bonus 8$Stamina Increase 4$Mana Increase 4$Hit Chance Increase 15%$Defense Chance Increase 20%$Faster Cast Recovery 3$Faster Casting 1$Physical Resist 15%$Durability 255 / 255$Major Artifact$ 
HRVJPTD,DLVJPTD,Leaf Arms,Arms,"Leaf Arms$Insured$Weight: 2 Stones$Elves Only$Brittle$Casting Focus 2%$Strength Bonus 5$Dexterity Bonus 4$Intelligence Bonus 4$Hit Point Increase 5$Stamina Increase 8$Hit Point Regeneration 3$Luck 100$Hit Chance Increase 4%$Lower Mana Cost 8%$Physical Resist 2%$Fire Resist 3%$Cold Resist 2%$Poison Resist 19%$Energy Resist 4%$Strength Requirement 15$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
IRVJPTD,ICVJPTD,Vicious War Fork,One-Handed,"Vicious War Fork$Insured$Weight: 9 Stones$Splintering Weapon 25%$Hit Fire Area 70%$Hit Lower Attack 50%$Battle Lust$Prized$Poison Resist 5%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 45$One-Handed Weapon$Skill Required: Fencing$Durability 75 / 75$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
GRVJPTD,DLVJPTD,Tear Kite Shield,Shield,"Tear Kite Shield$Insured$Weight: 5 Stones$Brittle$Soul Charge 20%$Reactive Paralyze$Dexterity Bonus 4$Hit Point Increase 7$Stamina Increase 4$Hit Point Regeneration 3$Hit Chance Increase 5%$Faster Casting 1$Swing Speed Increase 10%$Physical Resist 15%$Energy Resist 1%$Strength Requirement 20$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
VQVJPTD,DLVJPTD,Metal Shield,Shield,"Metal Shield$Insured$Weight: 6 Stones$Brittle$Cold Eater 12%$Reactive Paralyze$Intelligence Bonus 4$Stamina Increase 5$Mana Increase 4$Hit Point Regeneration 3$Stamina Regeneration 4$Mana Regeneration 3$Hit Chance Increase 5%$Defense Chance Increase 15%$Swing Speed Increase 10%$Fire Resist 1%$Strength Requirement 45$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$ "
TQVJPTD,ICVJPTD,Assassin Spike,One-Handed,"Assassin Spike$Insured$Weight: 4 Stones$Splintering Weapon 20%$Hit Lightning 50%$Hit Mana Drain 50%$Prized$Mana Regeneration 6$Defense Chance Increase 15%$Physical Damage 100%$Weapon Damage 10 - 12$Weapon Speed 2s$Strength Requirement 15$One-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
UQVJPTD,ICVJPTD,Animated Crook Of Slaughter,Two-Handed,"Animated Crook Of Slaughter$Insured$Weight: 3 Stones$Splintering Weapon 25%$Hit Fireball 50%$Hit Stamina Leech 50%$Prized$Stamina Regeneration 6$Swing Speed Increase 30%$Physical Damage 100%$Weapon Damage 13 - 16$Weapon Speed 2.75s$Strength Requirement 20$Two-Handed Weapon$Skill Required: Mace Fighting$Durability 44 / 44$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
ARVJPTD,DLVJPTD,Leaf Tunic,Chest,"Leaf Tunic$Insured$Weight: 2 Stones$Elves Only$Brittle$Poison Eater 12%$Strength Bonus 4$Mana Increase 8$Mana Regeneration 3$Defense Chance Increase 4%$Lower Mana Cost 8%$Physical Resist 17%$Fire Resist 3%$Cold Resist 2%$Poison Resist 4%$Energy Resist 24%$Lower Requirements 100%$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Major Artifact$ "
XQVJPTD,ICVJPTD,Cleaver,One-Handed,"Cleaver$Insured$Weight: 2 Stones$Splintering Weapon 20%$Hit Fireball 50%$Dexterity Bonus 4$Hit Point Regeneration 3$Enhance Potions 5%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 125$One-Handed Weapon$Skill Required: Swordsmanship$Durability 35 / 35$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
YQVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Stealing +15$Tactics +15$Antique$Dexterity Bonus 8$Night Sight$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Cast Recovery 3$Lower Mana Cost 10%$Durability 255 / 255$Major Artifact$ 
OQVJPTD,ICVJPTD,Smith's Hammer,One-Handed,"Smith's Hammer$Insured$Uses Remaining: 32$Weight: 8 Stones$Splintering Weapon 25%$Hit Dispel 20%$Hit Mana Leech 81%$Luck 30$Physical Damage 70%$Energy Damage 30%$Weapon Damage 13 - 17$Weapon Speed 3.25s$Strength Requirement 40$One-Handed Weapon$Skill Required: Mace Fighting$Durability 50 / 50$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
MQVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Wrestling +15$Antique$Strength Bonus 8$Dexterity Bonus 8$Intelligence Bonus 8$Stamina Increase 4$Luck 100$Enhance Potions 25%$Hit Chance Increase 15%$Damage Increase 25%$Durability 255 / 255$Major Artifact$ 
RQVJPTD,ICVJPTD,Vicious Short Spear,Two-Handed,"Vicious Short Spear$Insured$Weight: 4 Stones$Splintering Weapon 30%$Hit Mana Drain 10%$Hit Chance Increase 10%$Defense Chance Increase 5%$Damage Increase 20%$Physical Damage 100%$Weapon Damage 10 - 13$Weapon Speed 2s$Strength Requirement 40$Two-Handed Weapon$Skill Required: Fencing$Durability 39 / 39$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
PQVJPTD,ICVJPTD,Elven Machete,One-Handed,"Elven Machete$Insured$Weight: 6 Stones$Splintering Weapon 20%$Hit Fireball 50%$Hit Fatigue 50%$Enhance Potions 5%$Physical Damage 100%$Weapon Damage 11 - 15$Weapon Speed 2.75s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Greater Magic Item$ "
QQVJPTD,DLVJPTD,Leather Tunic,Chest,"Leather Tunic$Insured$Weight: 6 Stones$Brittle$Kinetic Eater 12%$Strength Bonus 5$Stamina Increase 8$Hit Point Regeneration 3$Mana Regeneration 3$Reflect Physical Damage 15%$Enhance Potions 2%$Hit Chance Increase 4%$Lower Reagent Cost 20%$Physical Resist 2%$Fire Resist 4%$Cold Resist 3%$Poison Resist 18%$Energy Resist 3%$Strength Requirement 25$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Major Artifact$ "
FQVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Antique$Strength Bonus 10$Stamina Increase 4$Mana Regeneration 3$Enhance Potions 25%$Hit Chance Increase 15%$Defense Chance Increase 15%$Lower Mana Cost 8%$Swing Speed Increase 10%$Durability 255 / 255$Major Artifact$ 
GQVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Discordance +15$Tactics +15$Fencing +15$Antique$Stamina Increase 4$Defense Chance Increase 15%$Faster Cast Recovery 3$Faster Casting 1$Damage Increase 25%$Physical Resist 15%$Durability 255 / 255$Legendary Artifact$ 
DQVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Swordsmanship +15$Antique$Strength Bonus 8$Mana Increase 4$Mana Regeneration 3$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Casting 1$Lower Reagent Cost 20%$Durability 255 / 255$Major Artifact$ 
EQVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Swordsmanship +15$Antique$Dexterity Bonus 8$Intelligence Bonus 8$Mana Increase 4$Mana Regeneration 3$Hit Chance Increase 15%$Defense Chance Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Major Artifact$ 
JQVJPTD,ICVJPTD,Vicious Crescent Blade,Two-Handed,"Vicious Crescent Blade$Insured$Weight: 1 Stone$Splintering Weapon 25%$Hit Harm 50%$Hit Physical Area 50%$Prized$Reflect Physical Damage 10%$Damage Increase 50%$Physical Damage 100%$Weapon Damage 12 - 15$Weapon Speed 2.5s$Strength Requirement 55$Two-Handed Weapon$Skill Required: Swordsmanship$Durability 78 / 78$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
KQVJPTD,ICVJPTD,Elven Machete,One-Handed,"Elven Machete$Insured$Weight: 6 Stones$Splintering Weapon 25%$Hit Dispel 20%$Hit Mana Leech 27%$Hit Lower Attack 30%$Stamina Increase 4$Physical Damage 100%$Weapon Damage 11 - 15$Weapon Speed 2.75s$Strength Requirement 20$One-Handed Weapon$Skill Required: Swordsmanship$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
HQVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Parrying +15$Magery +15$Antique$Dexterity Bonus 8$Intelligence Bonus 8$Stamina Increase 4$Hit Chance Increase 15%$Defense Chance Increase 15%$Lower Mana Cost 8%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$ 
XPVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Archery +15$Parrying +15$Antique$Mana Increase 4$Night Sight$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Casting 1$Damage Increase 35%$Durability 255 / 255$Major Artifact$ 
YPVJPTD,ICVJPTD,Vicious War Cleaver,Two-Handed,"Vicious War Cleaver$Insured$Weight: 10 Stones$Splintering Weapon 30%$Hit Cold Area 50%$Battle Lust$Prized$Stamina Regeneration 3$Mana Regeneration 3$Physical Damage 100%$Weapon Damage 10 - 13$Weapon Speed 2.25s$Strength Requirement 15$Two-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Lesser Artifact$ "
VPVJPTD,DLVJPTD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Wrestling +15$Fencing +15$Antique$Luck 100$Defense Chance Increase 15%$Faster Cast Recovery 3$Faster Casting 1$Lower Reagent Cost 25%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$ 
WPVJPTD,ICVJPTD,Leafblade,One-Handed,"Leafblade$Insured$Weight: 8 Stones$Splintering Weapon 20%$Hit Lightning 50%$Spell Channeling$Hit Point Increase 3$Mana Regeneration 3$Faster Casting -1$Physical Damage 100%$Weapon Damage 11 - 15$Weapon Speed 2.75s$Strength Requirement 20$One-Handed Weapon$Skill Required: Fencing$Durability 60 / 60$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
BQVJPTD,ICVJPTD,Pitchfork,Two-Handed,"Pitchfork$Insured$Weight: 11 Stones$Splintering Weapon 25%$Spell Channeling$Prized$Mana Regeneration 3$Defense Chance Increase 15%$Faster Casting -1$Lower Requirements 60%$Physical Damage 100%$Weapon Damage 12 - 15$Weapon Speed 2.5s$Strength Requirement 20$Two-Handed Weapon$Skill Required: Fencing$Durability 43 / 43$* Requires The ""Stygian Abyss"" Expansion$Major Magic Item$ "
CQVJPTD,DLVJPTD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Throwing +15$Stealing +15$Animal Lore +15$Antique$Luck 100$Enhance Potions 25%$Hit Chance Increase 15%$Lower Mana Cost 8%$Lower Reagent Cost 20%$Durability 255 / 255$Major Artifact$ 
