NOQUAUD,CQPUAUD,Wooden Shield,Shield,Wooden Shield$Insured$Weight: 5 Stones$Brittle$Spell Channeling$Dexterity Bonus 4$Hit Point Increase 5$Stamina Increase 4$Stamina Regeneration 3$Mana Regeneration 3$Reflect Physical Damage 15%$Defense Chance Increase 15%$Poison Resist 15%$Energy Resist 1%$Strength Requirement 20$Durability 255 / 255$Legendary Artifact$, 
APQUAUD,VPPUAUD,Arcane War Fork Of Restoration,One-Handed,Arcane War Fork Of Restoration$Insured$Weight: 9 Stones$Brittle$Hit Mana Leech 25%$Spell Channeling$Mage Weapon -20 Skill$Mana Increase 4$Hit Point Regeneration 6$Stamina Regeneration 6$Mana Regeneration 9$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 45$One-Handed Weapon$Skill Required: Fencing$Durability 255 / 255$Legendary Artifact$, 
WNQUAUD,VPPUAUD,Arcane War Fork Of Sorcery,One-Handed,"Arcane War Fork Of Sorcery$Insured$Weight: 9 Stones$Brittle$Hit Mana Leech 87%$Hit Mana Drain 20%$Spell Channeling$Mage Weapon -20 Skill$Intelligence Bonus 5$Mana Increase 4$Mana Regeneration 9$Lower Mana Cost 5%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 45$One-Handed Weapon$Skill Required: Fencing$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$", 
ZNQUAUD,CQPUAUD,Heater Shield,Shield,Heater Shield$Insured$Weight: 8 Stones$Brittle$Spell Channeling$Dexterity Bonus 4$Stamina Regeneration 3$Mana Regeneration 3$Reflect Physical Damage 15%$Hit Chance Increase 5%$Defense Chance Increase 15%$Fire Resist 1%$Lower Requirements 70%$Strength Requirement 27$Durability 255 / 255$Major Artifact$, 
ASQUAUD,CQPUAUD,Tear Kite Shield,Shield,Tear Kite Shield$Insured$Weight: 5 Stones$Brittle$Spell Channeling$Strength Bonus 5$Hit Point Increase 5$Stamina Increase 4$Mana Regeneration 3$Hit Chance Increase 4%$Defense Chance Increase 15%$Faster Casting -1$Swing Speed Increase 10%$Physical Resist 15%$Energy Resist 1%$Strength Requirement 20$Durability 255 / 255$Legendary Artifact$, 
KQQUAUD,CQPUAUD,Heater Shield,Shield,Heater Shield$Insured$Weight: 8 Stones$Brittle$Spell Channeling$Strength Bonus 4$Stamina Regeneration 3$Mana Regeneration 3$Luck 100$Reflect Physical Damage 15%$Hit Chance Increase 4%$Defense Chance Increase 20%$Faster Casting -1$Swing Speed Increase 10%$Fire Resist 21%$Strength Requirement 90$Durability 255 / 255$Legendary Artifact$, 
NQQUAUD,CQPUAUD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Provocation +15$Magery +20$Antique$Strength Bonus 8$Night Sight$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Cast Recovery 3$Faster Casting 1$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
HLQUAUD,CQPUAUD,Order Shield,Shield,Order Shield$Insured$Weight: 7 Stones$Brittle$Spell Channeling$Dexterity Bonus 4$Mana Increase 5$Hit Point Regeneration 4$Mana Regeneration 3$Hit Chance Increase 4%$Lower Mana Cost 4%$Swing Speed Increase 10%$Physical Resist 1%$Strength Requirement 95$Durability 255 / 255$Legendary Artifact$, 
FLQUAUD,CQPUAUD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Veterinary +20$Prized$Dexterity Bonus 8$Stamina Increase 5$Hit Chance Increase 10%$Defense Chance Increase 20%$Spell Damage Increase 9%$Durability 255 / 255$Greater Artifact$, 
QJQUAUD,CQPUAUD,Leather Shorts,Legs,Leather Shorts$Insured$Weight: 3 Stones$Brittle$Strength Bonus 4$Hit Point Increase 5$Stamina Increase 8$Mana Increase 8$Luck 100$Hit Chance Increase 5%$Lower Mana Cost 8%$Physical Resist 22%$Fire Resist 19%$Cold Resist 3%$Poison Resist 3%$Energy Resist 3%$Strength Requirement 20$Durability 255 / 255$Major Artifact$, 
PKQUAUD,CQPUAUD,Order Shield,Shield,Order Shield$Insured$Weight: 7 Stones$Brittle$Strength Bonus 5$Dexterity Bonus 4$Hit Point Increase 7$Stamina Increase 4$Mana Increase 5$Hit Point Regeneration 3$Reflect Physical Damage 15%$Hit Chance Increase 4%$Defense Chance Increase 15%$Lower Mana Cost 4%$Physical Resist 1%$Lower Requirements 70%$Strength Requirement 28$Durability 255 / 255$Legendary Artifact$, 
TJQUAUD,VPPUAUD,Arcane War Mace Of Restoration,One-Handed,Arcane War Mace Of Restoration$Insured$Weight: 17 Stones$Brittle$Hit Mana Leech 93%$Spell Channeling$Mage Weapon -20 Skill$Intelligence Bonus 4$Mana Increase 4$Hit Point Regeneration 9$Stamina Regeneration 6$Mana Regeneration 6$Physical Damage 100%$Weapon Damage 15 - 19$Weapon Speed 3.75s$Strength Requirement 80$One-Handed Weapon$Skill Required: Mace Fighting$Durability 255 / 255$Legendary Artifact$, 
RNQUAUD,VPPUAUD,Arcane Pickaxe Of Sorcery,One-Handed,Arcane Pickaxe Of Sorcery$Insured$Uses Remaining: 50$Weight: 11 Stones$Brittle$Hit Mana Leech 90%$Spell Channeling$Mage Weapon -20 Skill$Intelligence Bonus 2$Mana Increase 5$Mana Regeneration 9$Lower Mana Cost 5%$Physical Damage 100%$Weapon Damage 12 - 16$Weapon Speed 3s$Strength Requirement 50$One-Handed Weapon$Skill Required: Swordsmanship$Durability 255 / 255$Legendary Artifact$, 
UNQUAUD,VPPUAUD,Arcane Bow Of Quality,Two-Handed,Arcane Bow Of Quality$Insured$Weight: 6 Stones$Brittle$Velocity 50%$Spell Channeling$Mage Weapon -20 Skill$Balanced$Water Elemental Slayer$Intelligence Bonus 5$Mana Increase 4$Mana Regeneration 3$Physical Damage 100%$Weapon Damage 17 - 21$Weapon Speed 4.25s$Range 10$Strength Requirement 30$Two-Handed Weapon$Skill Required: Archery$Durability 255 / 255$Legendary Artifact$, 
KNQUAUD,VPPUAUD,Exquisite Repeating Crossbow Of Wizardry,Two-Handed,Exquisite Repeating Crossbow Of Wizardry$Insured$Weight: 6 Stones$Brittle$Velocity 25%$Spell Channeling$Mage Weapon -20 Skill$Balanced$Snake Slayer$Mana Increase 4$Mana Regeneration 6$Chaos Damage 100%$Weapon Damage 11 - 15$Weapon Speed 2.75s$Range 7$Strength Requirement 30$Two-Handed Weapon$Skill Required: Archery$Durability 255 / 255$Legendary Artifact$, 
RMQUAUD,CQPUAUD,Studded Gorget,Gorget,Studded Gorget$Insured$Weight: 1 Stone$Brittle$Intelligence Bonus 4$Hit Point Increase 5$Mana Increase 8$Hit Point Regeneration 3$Mana Regeneration 3$Luck 100$Enhance Potions 2%$Hit Chance Increase 4%$Defense Chance Increase 4%$Physical Resist 22%$Fire Resist 19%$Cold Resist 23%$Poison Resist 18%$Energy Resist 19%$Lower Requirements 70%$Strength Requirement 7$Durability 255 / 255$Legendary Artifact$, 
FMQUAUD,CQPUAUD,Studded Sleeves,Arms,Studded Sleeves$Insured$Weight: 4 Stones$Brittle$Intelligence Bonus 4$Hit Point Increase 5$Mana Regeneration 3$Enhance Potions 2%$Defense Chance Increase 5%$Lower Mana Cost 8%$Physical Resist 2%$Fire Resist 4%$Cold Resist 18%$Poison Resist 23%$Energy Resist 19%$Lower Requirements 70%$Mage Armor$Strength Requirement 7$Durability 255 / 255$Major Artifact$, 
IMQUAUD,VPPUAUD,Arcane Katana Of Haste,One-Handed,Arcane Katana Of Haste$Insured$Weight: 6 Stones$Brittle$Hit Mana Leech 50%$Spell Channeling$Mage Weapon -20 Skill$Intelligence Bonus 4$Stamina Increase 5$Stamina Regeneration 9$Mana Regeneration 3$Swing Speed Increase 25%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 25$One-Handed Weapon$Skill Required: Swordsmanship$Durability 255 / 255$Legendary Artifact$, 
NMQUAUD,CQPUAUD,Chaos Shield,Shield,Chaos Shield$Insured$Weight: 5 Stones$Brittle$Dexterity Bonus 4$Intelligence Bonus 4$Hit Point Increase 5$Stamina Increase 4$Hit Point Regeneration 3$Luck 100$Defense Chance Increase 15%$Faster Casting 1$Damage Increase 25%$Physical Resist 1%$Lower Requirements 70%$Strength Requirement 28$Durability 255 / 255$Legendary Artifact$, 
YLQUAUD,CQPUAUD,Order Shield,Shield,Order Shield$Insured$Weight: 7 Stones$Brittle$Spell Channeling$Hit Point Increase 5$Stamina Increase 5$Stamina Regeneration 3$Luck 100$Defense Chance Increase 20%$Faster Casting -1$Lower Mana Cost 4%$Swing Speed Increase 10%$Damage Increase 25%$Physical Resist 1%$Strength Requirement 95$Durability 255 / 255$Legendary Artifact$, 
EMQUAUD,CQPUAUD,Leather Shorts,Legs,Leather Shorts$Insured$Weight: 3 Stones$Brittle$Intelligence Bonus 4$Stamina Increase 8$Mana Increase 8$Hit Point Regeneration 4$Mana Regeneration 3$Hit Chance Increase 4%$Defense Chance Increase 4%$Physical Resist 2%$Fire Resist 19%$Cold Resist 3%$Poison Resist 3%$Energy Resist 3%$Lower Requirements 70%$Strength Requirement 6$Durability 255 / 255$Major Artifact$, 
QEQUAUD,CQPUAUD,Leather Gloves,Gloves,Leather Gloves$Insured$Weight: 1 Stone$Brittle$Strength Bonus 4$Dexterity Bonus 4$Intelligence Bonus 4$Hit Point Increase 7$Hit Point Regeneration 4$Stamina Regeneration 3$Mana Regeneration 3$Lower Mana Cost 10%$Physical Resist 22%$Fire Resist 4%$Cold Resist 3%$Poison Resist 3%$Energy Resist 3%$Lower Requirements 70%$Strength Requirement 6$Durability 255 / 255$Legendary Artifact$, 
IEQUAUD,CQPUAUD,Leather Tunic,Chest,"Leather Tunic$Insured$Weight: 6 Stones$Brittle$Energy Eater 12%$Casting Focus 2%$Hit Point Increase 5$Stamina Regeneration 1$Reflect Physical Damage 5%$Hit Chance Increase 4%$Defense Chance Increase 4%$Lower Mana Cost 8%$Lower Reagent Cost 20%$Physical Resist 22%$Fire Resist 24%$Cold Resist 18%$Poison Resist 23%$Energy Resist 23%$Lower Requirements 70%$Strength Requirement 7$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$", 
JEQUAUD,CQPUAUD,Tear Kite Shield,Shield,"Tear Kite Shield$Insured$Weight: 5 Stones$Brittle$Soul Charge 30%$Poison Eater 12%$Reactive Paralyze$Strength Bonus 4$Dexterity Bonus 4$Intelligence Bonus 4$Stamina Regeneration 3$Luck 150$Reflect Physical Damage 15%$Defense Chance Increase 15%$Energy Resist 1%$Strength Requirement 20$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$", 
XHQUAUD,CQPUAUD,Arcane Leaf Gloves Of Vitality,Gloves,"Arcane Leaf Gloves Of Vitality$Insured$Weight: 2 Stones$Elves Only$Brittle$Kinetic Eater 12%$Casting Focus 2%$Intelligence Bonus 4$Hit Point Increase 5$Mana Increase 8$Hit Point Regeneration 3$Mana Regeneration 3$Lower Mana Cost 4%$Lower Reagent Cost 5%$Physical Resist 17%$Fire Resist 18%$Cold Resist 17%$Poison Resist 19%$Energy Resist 19%$Strength Requirement 10$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$", 
CEQUAUD,CQPUAUD,Studded Gloves,Gloves,Studded Gloves$Insured$Weight: 1 Stone$Brittle$Strength Bonus 5$Dexterity Bonus 4$Hit Point Increase 5$Stamina Increase 8$Mana Increase 8$Luck 80$Hit Chance Increase 4%$Defense Chance Increase 4%$Physical Resist 22%$Fire Resist 19%$Cold Resist 23%$Poison Resist 18%$Energy Resist 19%$Lower Requirements 70%$Mage Armor$Strength Requirement 7$Durability 255 / 255$Legendary Artifact$, 
YHQUAUD,VPPUAUD,Arcane War Axe Of Sorcery,One-Handed,Arcane War Axe Of Sorcery$Insured$Weight: 8 Stones$Brittle$Hit Mana Leech 100%$Spell Channeling$Mage Weapon -20 Skill$Intelligence Bonus 5$Mana Increase 5$Mana Regeneration 9$Lower Mana Cost 5%$Physical Damage 100%$Weapon Damage 12 - 16$Weapon Speed 3s$Strength Requirement 35$One-Handed Weapon$Skill Required: Mace Fighting$Durability 255 / 255$Legendary Artifact$, 
MGQUAUD,CQPUAUD,Arcane Leather Gloves Of Restoration,Gloves,Arcane Leather Gloves Of Restoration$Insured$Weight: 1 Stone$Intelligence Bonus 4$Mana Increase 2$Hit Point Regeneration 3$Stamina Regeneration 3$Mana Regeneration 4$Lower Mana Cost 10%$Lower Reagent Cost 5%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 18%$Energy Resist 18%$Strength Requirement 20$Durability 31 / 31$Legendary Artifact$, 
HBQUAUD,CQPUAUD,Order Shield,Shield,"Order Shield$Insured$Weight: 7 Stones$Brittle$Fire Eater 12%$Spell Channeling$Mana Increase 4$Hit Point Regeneration 3$Stamina Regeneration 3$Reflect Physical Damage 15%$Hit Chance Increase 4%$Defense Chance Increase 15%$Physical Resist 1%$Lower Requirements 70%$Strength Requirement 28$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Major Artifact$", 
EDQUAUD,CQPUAUD,Chaos Shield,Shield,Chaos Shield$Insured$Weight: 5 Stones$Brittle$Stamina Increase 4$Stamina Regeneration 4$Luck 100$Reflect Physical Damage 20%$Defense Chance Increase 15%$Faster Casting 1$Lower Mana Cost 4%$Damage Increase 25%$Physical Resist 1%$Lower Requirements 70%$Strength Requirement 28$Durability 255 / 255$Legendary Artifact$, 
VAQUAUD,CQPUAUD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Spirit Speak +15$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Casting 1$Damage Increase 25%$Physical Resist 20%$Durability 255 / 255$Greater Artifact$, 
ECQUAUD,CQPUAUD,Leather Gloves,Gloves,Leather Gloves$Insured$Weight: 1 Stone$Brittle$Strength Bonus 4$Mana Increase 8$Luck 80$Reflect Physical Damage 5%$Enhance Potions 2%$Hit Chance Increase 5%$Defense Chance Increase 4%$Lower Mana Cost 10%$Lower Reagent Cost 20%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 18%$Energy Resist 23%$Lower Requirements 70%$Strength Requirement 6$Durability 255 / 255$Legendary Artifact$, 
WBQUAUD,VPPUAUD,Arcane War Fork Of Restoration,One-Handed,Arcane War Fork Of Restoration$Insured$Weight: 9 Stones$Brittle$Hit Mana Leech 25%$Spell Channeling$Mage Weapon -15 Skill$Intelligence Bonus 4$Hit Point Regeneration 3$Stamina Regeneration 9$Mana Regeneration 9$Lower Mana Cost 3%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 45$One-Handed Weapon$Skill Required: Fencing$Durability 255 / 255$Legendary Artifact$, 
IWPUAUD,CQPUAUD,Skullcap,Helm,"Skullcap$Insured$Weight: 1 Stone$Brittle$Cold Eater 15%$Dexterity Bonus 5$Hit Point Increase 7$Mana Increase 10$Enhance Potions 2%$Hit Chance Increase 5%$Lower Mana Cost 8%$Lower Reagent Cost 20%$Fire Resist 18%$Cold Resist 5%$Poison Resist 8%$Energy Resist 23%$Strength Requirement 10$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$", 
LWPUAUD,CQPUAUD,Wooden Shield,Shield,Wooden Shield$Insured$Weight: 5 Stones$Brittle$Strength Bonus 4$Dexterity Bonus 4$Hit Point Increase 7$Stamina Increase 4$Mana Increase 4$Hit Point Regeneration 3$Mana Regeneration 3$Reflect Physical Damage 15%$Lower Mana Cost 5%$Damage Increase 25%$Energy Resist 1%$Strength Requirement 20$Durability 255 / 255$Legendary Artifact$, 
JVPUAUD,CQPUAUD,Bronze Shield,Shield,Bronze Shield$Insured$Weight: 6 Stones$Brittle$Spell Channeling$Dexterity Bonus 5$Intelligence Bonus 4$Hit Point Increase 7$Mana Increase 4$Stamina Regeneration 3$Mana Regeneration 4$Luck 100$Reflect Physical Damage 20%$Hit Chance Increase 5%$Faster Casting -1$Damage Increase 25%$Cold Resist 1%$Strength Requirement 35$Durability 255 / 255$Legendary Artifact$, 
LUPUAUD,VPPUAUD,Arcane Cleaver Of Sorcery,One-Handed,Arcane Cleaver Of Sorcery$Insured$Weight: 2 Stones$Brittle$Hit Mana Leech 62%$Spell Channeling$Mage Weapon -20 Skill$Intelligence Bonus 5$Mana Increase 4$Mana Regeneration 9$Lower Mana Cost 4%$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 10$One-Handed Weapon$Skill Required: Swordsmanship$Durability 255 / 255$Legendary Artifact$, 
UUPUAUD,VPPUAUD,Arcane Cleaver Of Restoration,One-Handed,Arcane Cleaver Of Restoration$Insured$Weight: 2 Stones$Brittle$Spell Channeling$Mage Weapon -20 Skill$Intelligence Bonus 2$Mana Increase 5$Hit Point Regeneration 3$Stamina Regeneration 6$Mana Regeneration 9$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 10$One-Handed Weapon$Skill Required: Swordsmanship$Durability 255 / 255$Legendary Artifact$, 
IUPUAUD,CQPUAUD,Leather Gorget,Gorget,Leather Gorget$Insured$Weight: 1 Stone$Brittle$Hit Point Increase 5$Stamina Increase 8$Hit Point Regeneration 3$Stamina Regeneration 4$Mana Regeneration 4$Enhance Potions 2%$Hit Chance Increase 4%$Lower Mana Cost 8%$Physical Resist 2%$Fire Resist 4%$Cold Resist 18%$Poison Resist 3%$Energy Resist 3%$Strength Requirement 20$Durability 255 / 255$Major Artifact$, 
OYPUAUD,VPPUAUD,Arcane Scepter Of Restoration,One-Handed,Arcane Scepter Of Restoration$Insured$Weight: 8 Stones$Brittle$Hit Mana Leech 35%$Spell Channeling$Mage Weapon -20 Skill$Intelligence Bonus 4$Mana Increase 5$Hit Point Regeneration 6$Stamina Regeneration 3$Mana Regeneration 9$Physical Damage 100%$Weapon Damage 14 - 18$Weapon Speed 3.5s$Strength Requirement 40$One-Handed Weapon$Skill Required: Mace Fighting$Durability 255 / 255$Legendary Artifact$, 
SYPUAUD,CQPUAUD,Leather Gorget,Gorget,Leather Gorget$Insured$Weight: 1 Stone$Brittle$Intelligence Bonus 2$Hit Point Increase 6$Stamina Increase 2$Mana Increase 8$Mana Regeneration 3$Reflect Physical Damage 5%$Hit Chance Increase 2%$Defense Chance Increase 4%$Lower Reagent Cost 5%$Physical Resist 22%$Fire Resist 19%$Cold Resist 18%$Poison Resist 23%$Energy Resist 23%$Strength Requirement 20$Durability 255 / 255$Legendary Artifact$, 
IYPUAUD,CQPUAUD,Leather Tunic,Chest,"Leather Tunic$Insured$Weight: 6 Stones$Brittle$Damage Eater 12%$Casting Focus 2%$Dexterity Bonus 4$Intelligence Bonus 4$Mana Increase 8$Stamina Regeneration 1$Mana Regeneration 1$Hit Chance Increase 5%$Defense Chance Increase 4%$Lower Reagent Cost 20%$Physical Resist 22%$Fire Resist 19%$Cold Resist 18%$Poison Resist 23%$Energy Resist 18%$Strength Requirement 25$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$", 
UXPUAUD,VPPUAUD,Arcane Cleaver Of Vitality,One-Handed,Arcane Cleaver Of Vitality$Insured$Weight: 2 Stones$Brittle$Hit Life Leech 87%$Spell Channeling$Mage Weapon -20 Skill$Strength Bonus 5$Mana Increase 3$Hit Point Regeneration 6$Mana Regeneration 6$Physical Damage 100%$Weapon Damage 10 - 14$Weapon Speed 2.5s$Strength Requirement 10$One-Handed Weapon$Skill Required: Swordsmanship$Durability 255 / 255$Legendary Artifact$, 
SXPUAUD,CQPUAUD,Leather Gorget,Gorget,Leather Gorget$Insured$Weight: 1 Stone$Brittle$Strength Bonus 4$Dexterity Bonus 4$Intelligence Bonus 4$Stamina Increase 8$Mana Increase 8$Reflect Physical Damage 5%$Enhance Potions 1%$Hit Chance Increase 4%$Lower Mana Cost 8%$Physical Resist 17%$Fire Resist 19%$Cold Resist 18%$Poison Resist 23%$Energy Resist 23%$Lower Requirements 50%$Strength Requirement 10$Durability 255 / 255$Legendary Artifact$, 
JRPUAUD,CQPUAUD,Platemail Gloves,Gloves,Platemail Gloves$Insured$Weight: 2 Stones$Brittle$Strength Bonus 4$Intelligence Bonus 5$Hit Point Increase 5$Stamina Increase 8$Hit Point Regeneration 3$Mana Regeneration 3$Luck 100$Lower Mana Cost 10%$Physical Resist 5%$Fire Resist 3%$Cold Resist 2%$Poison Resist 18%$Energy Resist 2%$Lower Requirements 70%$Strength Requirement 21$Durability 255 / 255$Legendary Artifact$, 
CYAIFTD,XTOJXPD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Peacemaking +15$Evaluate Intelligence +15$Animal Taming +15$Antique$Dexterity Bonus 8$Enhance Potions 25%$Hit Chance Increase 15%$Lower Mana Cost 10%$Damage Increase 25%$Fire Resist 15%$Durability 255 / 255$Legendary Artifact$, 
WWPUAUD,VPPUAUD,Exquisite Heavy Crossbow Of Wizardry,Two-Handed,Exquisite Heavy Crossbow Of Wizardry$Insured$Weight: 9 Stones$Brittle$Hit Mana Leech 50%$Spell Channeling$Mage Weapon -15 Skill$Balanced$Mana Regeneration 6$Lower Requirements 70%$Physical Damage 30%$Cold Damage 70%$Weapon Damage 20 - 24$Weapon Speed 5s$Range 8$Strength Requirement 24$Two-Handed Weapon$Skill Required: Archery$Durability 255 / 255$Legendary Artifact$, 
NRPUAUD,CQPUAUD,Order Shield,Shield,Order Shield$Insured$Weight: 7 Stones$Brittle$Dexterity Bonus 5$Hit Point Increase 5$Mana Increase 5$Mana Regeneration 3$Luck 150$Hit Chance Increase 4%$Defense Chance Increase 15%$Physical Resist 1%$Poison Resist 15%$Lower Requirements 70%$Strength Requirement 28$Durability 255 / 255$Legendary Artifact$, 
OEBIFTD,XTOJXPD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Healing +20$Bushido +15$Antique$Strength Bonus 10$Intelligence Bonus 8$Night Sight$Luck 100$Enhance Potions 25%$Defense Chance Increase 15%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
OIVOWSD,HETESSD,Ringmail Sleeves,Arms,Ringmail Sleeves$Insured$Weight: 10 Stones$Brittle$Dexterity Bonus 4$Intelligence Bonus 4$Hit Point Increase 5$Stamina Increase 8$Stamina Regeneration 3$Mana Regeneration 3$Reflect Physical Damage 15%$Lower Mana Cost 10%$Physical Resist 18%$Fire Resist 3%$Cold Resist 1%$Poison Resist 5%$Energy Resist 3%$Mage Armor$Strength Requirement 40$Durability 255 / 255$Major Artifact$, 
WYAIFTD,XTOJXPD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Prized$Stamina Increase 4$Hit Chance Increase 20%$Faster Cast Recovery 4$Faster Casting 1$Swing Speed Increase 5%$Damage Increase 15%$Durability 255 / 255$Greater Artifact$, 
