LRBLYTD,AXWNIRD,Mystic Bone Gloves Of Haste,Gloves,Mystic Bone Gloves Of Haste$Insured$Weight: 2 Stones$Brittle$Dexterity Bonus 5$Intelligence Bonus 4$Stamina Increase 8$Mana Increase 2$Mana Regeneration 1$Lower Mana Cost 10%$Physical Resist 18%$Fire Resist 18%$Cold Resist 19%$Poison Resist 17%$Energy Resist 19%$Mage Armor$Strength Requirement 55$Durability 255 / 255$Legendary Artifact$, 
UMUVBUD,AXWNIRD,Arcane Tall Straw Hat Of Vitality,Helm,"Arcane Tall Straw Hat Of Vitality$Weight: 1 Stone$Brittle$Cold Eater 15%$Casting Focus 2%$Intelligence Bonus 4$Hit Point Increase 5$Mana Increase 8$Hit Point Regeneration 3$Mana Regeneration 1$Lower Reagent Cost 10%$Physical Resist 15%$Fire Resist 20%$Cold Resist 24%$Poison Resist 20%$Energy Resist 20%$Strength Requirement 10$Durability 255 / 255$* Requires The ""Stygian Abyss"" Expansion$Legendary Artifact$", 
VLCTCND,AXWNIRD,Leather Bustier,Chest,Leather Bustier$Insured$Weight: 1 Stone$Brittle$Dexterity Bonus 4$Hit Point Increase 7$Stamina Increase 8$Hit Point Regeneration 4$Luck 150$Hit Chance Increase 5%$Defense Chance Increase 4%$Lower Mana Cost 8%$Lower Reagent Cost 20%$Physical Resist 17%$Fire Resist 4%$Cold Resist 3%$Poison Resist 3%$Energy Resist 3%$Strength Requirement 20$Durability 255 / 255$Legendary Artifact$, 
ABBIFTD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Resisting Spells +15$Magery +15$Antique$Intelligence Bonus 8$Night Sight$Enhance Potions 25%$Hit Chance Increase 20%$Spell Damage Increase 18%$Lower Reagent Cost 25%$Durability 255 / 255$Legendary Artifact$, 
ANUKEND,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Stealth +5$Swordsmanship +10$Antique$Night Sight$Enhance Potions 35%$Hit Chance Increase 20%$Swing Speed Increase 10%$Damage Increase 35%$Poison Resist 20%$Durability 255 / 255$Legendary Artifact$, 
BUYDLTD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Meditation +15$Antique$Dexterity Bonus 10$Intelligence Bonus 8$Mana Increase 4$Mana Regeneration 3$Enhance Potions 25%$Defense Chance Increase 15%$Lower Mana Cost 8%$Lower Reagent Cost 20%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
BXANUSD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Chivalry +10$Provocation +20$Swordsmanship +15$Antique$Mana Regeneration 3$Luck 150$Enhance Potions 25%$Spell Damage Increase 15%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$, 
CORBWRD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Healing +15$Discordance +15$Wrestling +15$Antique$Strength Bonus 8$Intelligence Bonus 8$Mana Increase 4$Enhance Potions 25%$Hit Chance Increase 15%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
CTQBWRD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Stealing +15$Spirit Speak +15$Mace Fighting +20$Antique$Stamina Increase 4$Mana Increase 4$Enhance Potions 25%$Defense Chance Increase 15%$Spell Damage Increase 15%$Durability 255 / 255$Legendary Artifact$, 
EARBWRD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Peacemaking +15$Meditation +15$Swordsmanship +15$Antique$Dexterity Bonus 8$Enhance Potions 35%$Spell Damage Increase 18%$Lower Reagent Cost 20%$Physical Resist 15%$Durability 255 / 255$Legendary Artifact$, 
ECVCEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Bushido +15$Animal Taming +15$Swordsmanship +15$Antique$Dexterity Bonus 8$Intelligence Bonus 8$Enhance Potions 25%$Hit Chance Increase 15%$Spell Damage Increase 18%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$, 
EMTOWSD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Chivalry +5$Stealth +15$Animal Taming +15$Mace Fighting +15$Antique$Mana Regeneration 3$Enhance Potions 35%$Hit Chance Increase 20%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
FPAOIRD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Evaluate Intelligence +15$Tactics +10$Swordsmanship +20$Antique$Mana Increase 4$Luck 100$Enhance Potions 35%$Defense Chance Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
GHZMUSD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Resisting Spells +10$Veterinary +20$Magery +15$Antique$Intelligence Bonus 10$Mana Increase 5$Enhance Potions 25%$Hit Chance Increase 15%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$, 
GTAIFTD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Stealth +15$Antique$Intelligence Bonus 8$Stamina Increase 4$Mana Regeneration 3$Enhance Potions 25%$Spell Damage Increase 15%$Lower Mana Cost 10%$Lower Reagent Cost 20%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
HYAIFTD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Chivalry +15$Focus +15$Antique$Dexterity Bonus 8$Stamina Increase 4$Mana Increase 4$Enhance Potions 25%$Hit Chance Increase 15%$Spell Damage Increase 18%$Lower Mana Cost 8%$Durability 255 / 255$Legendary Artifact$, 
JRCLQTD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Chivalry +15$Anatomy +15$Animal Taming +15$Antique$Intelligence Bonus 8$Mana Regeneration 3$Night Sight$Enhance Potions 25%$Hit Chance Increase 20%$Physical Resist 15%$Durability 255 / 255$Legendary Artifact$, 
KEUKEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Provocation +15$Antique$Strength Bonus 8$Mana Increase 4$Night Sight$Enhance Potions 25%$Hit Chance Increase 20%$Swing Speed Increase 10%$Damage Increase 25%$Physical Resist 15%$Durability 255 / 255$Legendary Artifact$, 
KHMIEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Archery +5$Antique$Dexterity Bonus 10$Mana Regeneration 3$Enhance Potions 25%$Hit Chance Increase 20%$Lower Mana Cost 10%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
KSCLQTD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Veterinary +10$Antique$Dexterity Bonus 8$Mana Increase 4$Mana Regeneration 3$Enhance Potions 25%$Hit Chance Increase 20%$Swing Speed Increase 10%$Damage Increase 35%$Durability 255 / 255$Legendary Artifact$, 
LKVCEND,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Provocation +5$Musicianship +20$Antique$Strength Bonus 8$Dexterity Bonus 10$Stamina Increase 4$Enhance Potions 25%$Hit Chance Increase 20%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
LPUOWSD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Stealing +15$Meditation +15$Animal Taming +15$Antique$Stamina Increase 4$Mana Increase 4$Enhance Potions 35%$Hit Chance Increase 15%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
LRANUSD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Ninjitsu +15$Antique$Dexterity Bonus 10$Enhance Potions 25%$Defense Chance Increase 15%$Lower Reagent Cost 25%$Swing Speed Increase 10%$Damage Increase 25%$Poison Resist 20%$Durability 255 / 255$Legendary Artifact$, 
MMTCEND,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Resisting Spells +15$Spirit Speak +15$Magery +20$Antique$Mana Increase 4$Enhance Potions 25%$Spell Damage Increase 15%$Lower Mana Cost 8%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
OHVCEND,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Stealth +20$Spirit Speak +15$Magery +15$Antique$Dexterity Bonus 8$Mana Regeneration 3$Enhance Potions 25%$Defense Chance Increase 15%$Lower Mana Cost 8%$Durability 255 / 255$Legendary Artifact$, 
PTBLYTD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Ninjitsu +20$Antique$Strength Bonus 10$Intelligence Bonus 8$Enhance Potions 25%$Defense Chance Increase 15%$Lower Mana Cost 8%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
QBTKEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Healing +10$Mace Fighting +15$Antique$Strength Bonus 10$Luck 150$Enhance Potions 25%$Defense Chance Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
QVYDLTD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Archery +15$Necromancy +15$Swordsmanship +15$Antique$Mana Regeneration 4$Luck 100$Enhance Potions 25%$Hit Chance Increase 20%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$, 
QXTKEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Throwing +15$Magery +20$Antique$Stamina Increase 5$Mana Regeneration 3$Luck 100$Enhance Potions 25%$Defense Chance Increase 15%$Damage Increase 35%$Durability 255 / 255$Legendary Artifact$, 
REOIEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Throwing +20$Discordance +15$Fencing +15$Antique$Stamina Increase 4$Mana Increase 4$Mana Regeneration 3$Enhance Potions 25%$Hit Chance Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
ROHPZRD,BHRFFSD,Gargish Ring,Ring,Gargish Ring$Insured$Weight: 1 Stone$Throwing +15$Evaluate Intelligence +15$Magery +15$Gargoyles Only$Antique$Strength Bonus 8$Mana Increase 4$Enhance Potions 25%$Defense Chance Increase 15%$Swing Speed Increase 10%$Energy Resist 15%$Durability 255 / 255$Legendary Artifact$, 
RPYDLTD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Mysticism +15$Parrying +15$Tactics +15$Mace Fighting +20$Antique$Dexterity Bonus 8$Mana Regeneration 3$Night Sight$Enhance Potions 35%$Spell Damage Increase 15%$Durability 255 / 255$Legendary Artifact$, 
RVYDLTD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Resisting Spells +15$Parrying +15$Antique$Mana Increase 4$Mana Regeneration 4$Luck 100$Enhance Potions 25%$Defense Chance Increase 15%$Damage Increase 25%$Energy Resist 20%$Durability 255 / 255$Legendary Artifact$, 
TGRBWRD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Archery +15$Provocation +15$Magery +15$Antique$Luck 150$Enhance Potions 25%$Spell Damage Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
TLVCEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Bushido +15$Animal Lore +15$Wrestling +15$Swordsmanship +20$Antique$Dexterity Bonus 8$Enhance Potions 25%$Defense Chance Increase 15%$Damage Increase 25%$Cold Resist 15%$Durability 255 / 255$Legendary Artifact$, 
VMYMUSD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Peacemaking +15$Veterinary +15$Mace Fighting +15$Antique$Stamina Increase 4$Mana Regeneration 3$Enhance Potions 25%$Hit Chance Increase 15%$Lower Mana Cost 8%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$, 
VNVKEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Archery +15$Provocation +20$Antique$Strength Bonus 8$Intelligence Bonus 10$Stamina Increase 4$Night Sight$Enhance Potions 25%$Spell Damage Increase 15%$Lower Mana Cost 8%$Lower Reagent Cost 20%$Damage Increase 35%$Durability 255 / 255$Legendary Artifact$, 
VVYDLTD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Archery +15$Tactics +15$Antique$Strength Bonus 8$Dexterity Bonus 8$Enhance Potions 25%$Hit Chance Increase 20%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
VWQBWRD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Resisting Spells +10$Bushido +15$Animal Lore +15$Animal Taming +15$Antique$Strength Bonus 8$Stamina Increase 4$Luck 150$Enhance Potions 35%$Hit Chance Increase 15%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$, 
WMVCEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Animal Lore +15$Spirit Speak +15$Musicianship +15$Antique$Dexterity Bonus 10$Night Sight$Enhance Potions 35%$Spell Damage Increase 18%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$, 
XETOWSD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Chivalry +15$Veterinary +15$Discordance +15$Antique$Stamina Increase 4$Luck 150$Enhance Potions 25%$Spell Damage Increase 15%$Lower Reagent Cost 20%$Durability 255 / 255$Legendary Artifact$, 
XHHPZRD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Focus +15$Spirit Speak +15$Swordsmanship +15$Antique$Intelligence Bonus 8$Enhance Potions 25%$Hit Chance Increase 15%$Lower Reagent Cost 25%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
XHZAUQD,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Ninjitsu +15$Mysticism +15$Parrying +15$Musicianship +20$Antique$Strength Bonus 8$Enhance Potions 25%$Lower Reagent Cost 20%$Damage Increase 25%$Physical Resist 15%$Durability 255 / 255$Legendary Artifact$, 
YOCLQTD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Ninjitsu +15$Animal Taming +15$Mace Fighting +20$Antique$Mana Increase 4$Enhance Potions 25%$Defense Chance Increase 20%$Swing Speed Increase 10%$Damage Increase 25%$Fire Resist 15%$Durability 255 / 255$Legendary Artifact$, 
YRFPZRD,BHRFFSD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Archery +20$Anatomy +5$Focus +15$Antique$Stamina Increase 4$Enhance Potions 35%$Hit Chance Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Legendary Artifact$, 
ZGYKEND,BHRFFSD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Stealing +15$Provocation +15$Mace Fighting +15$Antique$Dexterity Bonus 8$Enhance Potions 35%$Defense Chance Increase 15%$Lower Mana Cost 8%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Legendary Artifact$, 
FKANUSD,CHOYNPD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Peacemaking +20$Bushido +15$Animal Taming +15$Antique$Mana Increase 4$Mana Regeneration 3$Faster Cast Recovery 3$Faster Casting 1$Damage Increase 25%$Fire Resist 20%$Durability 255 / 255$Legendary Artifact$, 
OLWYTOD,CHOYNPD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Peacemaking +20$Meditation +5$Antique$Intelligence Bonus 8$Mana Increase 4$Mana Regeneration 2$Faster Cast Recovery 4$Faster Casting 1$Damage Increase 35%$Cold Resist 20%$Durability 255 / 255$Legendary Artifact$, 
PVCLQTD,CHOYNPD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Resisting Spells +15$Meditation +15$Swordsmanship +15$Antique$Strength Bonus 8$Faster Cast Recovery 3$Faster Casting 1$Lower Reagent Cost 20%$Damage Increase 25%$Physical Resist 15%$Durability 255 / 255$Legendary Artifact$, 
USVKEND,CHOYNPD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Evaluate Intelligence +15$Antique$Mana Increase 5$Faster Cast Recovery 3$Faster Casting 1$Lower Mana Cost 8%$Lower Reagent Cost 20%$Swing Speed Increase 10%$Damage Increase 35%$Durability 255 / 255$Legendary Artifact$, 
ARNYAPD,COCQZMD,Animated Bracelet,Bracelet,Animated Bracelet$Insured$Weight: 1 Stone$Magery +5$Prized$Dexterity Bonus 8$Stamina Increase 5$Hit Chance Increase 15%$Defense Chance Increase 20%$Swing Speed Increase 10%$Durability 255 / 255$Greater Artifact$, 
CJIPZRD,COCQZMD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Archery +15$Prized$Strength Bonus 8$Stamina Increase 4$Mana Increase 4$Hit Chance Increase 20%$Defense Chance Increase 15%$Durability 255 / 255$Greater Artifact$, 
DBRUAUD,COCQZMD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Healing +15$Animal Taming +15$Prized$Mana Increase 4$Hit Chance Increase 15%$Defense Chance Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Greater Artifact$, 
EJTCEND,COCQZMD,Vicious Ring,Ring,Vicious Ring$Insured$Weight: 1 Stone$Swordsmanship +5$Prized$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 18%$Lower Reagent Cost 20%$Damage Increase 35%$Durability 255 / 255$Greater Artifact$, 
ETUCEND,COCQZMD,Vicious Bracelet,Bracelet,Vicious Bracelet$Insured$Weight: 1 Stone$Prized$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 15%$Faster Cast Recovery 3$Lower Reagent Cost 20%$Damage Increase 35%$Durability 255 / 255$Greater Artifact$, 
FBKVHQD,COCQZMD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Parrying +15$Prized$Intelligence Bonus 8$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Cast Recovery 3$Swing Speed Increase 10%$Durability 255 / 255$Greater Artifact$, 
FKYMUSD,COCQZMD,Vicious Ring Of Haste,Ring,Vicious Ring Of Haste$Insured$Weight: 1 Stone$Dexterity Bonus 10$Hit Chance Increase 15%$Spell Damage Increase 9%$Swing Speed Increase 10%$Damage Increase 35%$Durability 255 / 255$Greater Artifact$, 
GRYMUSD,COCQZMD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Focus +15$Prized$Hit Chance Increase 15%$Faster Cast Recovery 3$Faster Casting 1$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Greater Artifact$, 
HHNYAPD,COCQZMD,Animated Bracelet,Bracelet,Animated Bracelet$Insured$Weight: 1 Stone$Prized$Dexterity Bonus 10$Stamina Increase 5$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Casting 1$Swing Speed Increase 5%$Durability 255 / 255$Greater Artifact$, 
HWKVHQD,COCQZMD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Prized$Intelligence Bonus 8$Hit Chance Increase 15%$Defense Chance Increase 15%$Faster Cast Recovery 3$Lower Reagent Cost 20%$Swing Speed Increase 10%$Durability 255 / 255$Greater Artifact$, 
ISQUAUD,COCQZMD,Vicious Ring,Ring,Vicious Ring$Insured$Weight: 1 Stone$Bushido +10$Prized$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 18%$Damage Increase 35%$Durability 255 / 255$Greater Artifact$, 
IZTCEND,COCQZMD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Mysticism +15$Prized$Dexterity Bonus 8$Hit Chance Increase 15%$Defense Chance Increase 15%$Lower Mana Cost 8%$Swing Speed Increase 10%$Durability 255 / 255$Greater Artifact$, 
JMVCEND,COCQZMD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Healing +10$Bushido +15$Magery +15$Prized$Hit Chance Increase 15%$Defense Chance Increase 15%$Swing Speed Increase 10%$Durability 255 / 255$Greater Artifact$, 
JZGPZRD,COCQZMD,Vicious Bracelet,Bracelet,Vicious Bracelet$Insured$Weight: 1 Stone$Prized$Dexterity Bonus 8$Luck 70$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 15%$Damage Increase 35%$Durability 255 / 255$Greater Artifact$, 
LNNYAPD,COCQZMD,Vicious Bracelet,Bracelet,Vicious Bracelet$Insured$Weight: 1 Stone$Healing +5$Prized$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 18%$Faster Casting 1$Damage Increase 25%$Durability 255 / 255$Greater Artifact$, 
MCRUAUD,COCQZMD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Discordance +5$Prized$Intelligence Bonus 8$Hit Chance Increase 20%$Defense Chance Increase 20%$Lower Mana Cost 8%$Swing Speed Increase 10%$Durability 255 / 255$Greater Artifact$, 
MLVCEND,COCQZMD,Vicious Bracelet,Bracelet,Vicious Bracelet$Insured$Weight: 1 Stone$Prized$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 15%$Lower Reagent Cost 20%$Swing Speed Increase 10%$Damage Increase 25%$Durability 255 / 255$Greater Artifact$, 
PPVNIRD,COCQZMD,Vicious Bracelet,Bracelet,Vicious Bracelet$Insured$Weight: 1 Stone$Prized$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 18%$Faster Cast Recovery 3$Damage Increase 30%$Durability 255 / 255$Greater Artifact$, 
QTVNIRD,COCQZMD,Vicious Bracelet,Bracelet,Vicious Bracelet$Insured$Weight: 1 Stone$Prized$Stamina Increase 4$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 18%$Faster Casting 1$Damage Increase 20%$Durability 255 / 255$Greater Artifact$, 
RHNYAPD,COCQZMD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Stealth +15$Mace Fighting +15$Prized$Mana Regeneration 3$Hit Chance Increase 15%$Defense Chance Increase 20%$Damage Increase 25%$Durability 255 / 255$Greater Artifact$, 
UNTCEND,COCQZMD,Vicious Ring,Ring,Vicious Ring$Insured$Weight: 1 Stone$Mace Fighting +5$Prized$Intelligence Bonus 8$Hit Chance Increase 20%$Defense Chance Increase 20%$Spell Damage Increase 15%$Damage Increase 30%$Durability 255 / 255$Greater Artifact$, 
VYWNIRD,COCQZMD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Prized$Stamina Increase 4$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 15%$Lower Mana Cost 8%$Lower Reagent Cost 25%$Durability 255 / 255$Greater Artifact$, 
WBRUAUD,COCQZMD,Ring,Ring,Ring$Insured$Weight: 1 Stone$Parrying +15$Prized$Mana Regeneration 3$Luck 100$Enhance Potions 25%$Hit Chance Increase 15%$Defense Chance Increase 20%$Durability 255 / 255$Greater Artifact$, 
WXQUAUD,COCQZMD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Prized$Hit Chance Increase 20%$Defense Chance Increase 15%$Spell Damage Increase 15%$Faster Cast Recovery 3$Lower Mana Cost 8%$Lower Reagent Cost 20%$Durability 255 / 255$Greater Artifact$, 
XENYAPD,COCQZMD,Bracelet,Bracelet,Bracelet$Insured$Weight: 1 Stone$Mysticism +15$Prized$Hit Chance Increase 20%$Defense Chance Increase 20%$Spell Damage Increase 15%$Lower Reagent Cost 20%$Durability 255 / 255$Greater Artifact$, 
